zip,population
73759,1565
73760,341
73761,350
73762,2142
73763,1589
73764,144
73766,1302
73768,1666
73771,386
73772,3997
73773,2040
73801,15529
73832,1061
73834,1513
73835,235
73838,345
73840,739
73841,1329
73842,549
73843,859
73844,258
73848,2408
73851,150
73852,2351
73853,657
73855,86
73857,681
73858,1554
73859,1384
73860,1518
73901,185
73931,416
73932,2304
73933,1504
73937,242
73938,756
73939,1709
73942,13454
73944,531
73945,2884
73946,56
73947,369
73949,1523
73950,1408
73951,1117
74001,306
74002,1953
74003,14194
74006,27191
74008,28808
74010,10669
74011,27969
74012,62429
74014,40100
74015,8834
74016,5697
74017,28375
74019,18185
74020,7371
74021,19907
74022,1864
74023,11396
74026,860
74027,1060
74028,1708
74029,4971
74030,3771
74032,2146
74033,11999
74034,122
74035,4223
74036,7378
74037,18419
74038,2123
74039,3769
74041,2852
74042,402
74044,7354
74045,352
74046,127
74047,7317
74048,6213
74050,356
74051,2027
74052,1019
74053,4539
74054,800
74055,45378
74056,5152
74058,3946
74059,5664
74060,450
74061,2025
74062,1016
74063,31703
74066,33041
74068,14
74070,15183
74071,148
74072,1803
74073,5459
74074,32812
74075,24891
74078,2329
74079,4248
74080,2961
74081,1823
74082,67
74083,1029
74084,526
74085,2223
74103,2134
74104,11454
74105,25046
74106,18075
74107,19734
74108,7612
74110,14812
74112,20892
74114,16175
74115,23347
74116,4044
74117,24
74119,3157
74120,4988
74126,10472
74127,15724
74128,13005
74129,19467
74130,2030
74131,2708
74132,9252
74133,46067
74134,16254
74135,20849
74136,31835
74137,28241
74145,18580
74146,16130
74301,11499
74330,3331
74331,7218
74332,1679
74333,1129
74337,4913
74338,5353
74339,2357
74340,204
74342,3089
74343,3067
74344,15322
74346,7479
74347,2927
74349,312
74350,748
74352,6756
74354,17926
74358,245
74359,552
74360,29
74361,16590
74363,2879
74364,1847
74365,4479
74366,1548
74367,407
74368,90
74369,2047
74370,3594
74401,15972
74403,30573
74421,4717
74422,820
74423,981
74425,1448
74426,9688
74427,1206
74428,1307
74429,15208
74430,464
74431,889
74432,9278
74434,8583
74435,3269
74436,5718
74437,9822
74438,134
74441,5855
74442,901
74445,2963
74446,462
74447,16391
74450,1846
74451,4543
74452,386
74454,3294
74455,3093
74456,186
74457,463
74458,94
74459,85
74460,170
74462,7495
74463,2145
74464,31404
74467,15147
74468,316
74469,2557
74470,1488
74471,1635
74472,723
74477,0
74501,28016
74521,191
74522,266
74523,6022
74525,9492
74528,194
74530,159
74531,1039
74533,846
74534,159
74535,101
74536,1557
74538,4105
74540,214
74543,388
74546,712
74547,3437
74549,74
74552,1183
74553,1249
74554,1738
74555,735
74556,359
74557,497
74558,410
74560,608
74561,1943
74562,917
74563,1963
74565,706
74567,96
74569,1288
74570,1111
74571,3486
74572,633
74574,1264
74576,84
74577,218
74578,6138
74601,19051
74604,12597
74630,752
74631,7482
74632,599
74633,341
74636,285
74637,1706
74640,319
74641,637
74643,440
74644,528
74646,228
74647,3586
74650,654
74651,847
74652,798
74653,3740
74701,25267
74720,471
74722,272
74723,1399
74724,399
74726,2345
74727,1810
74728,11342
74729,2925
74730,4800
74731,1438
74733,3161
74734,1157
74735,1482
74736,1122
74738,686
74740,2289
74741,997
74743,8397
74745,9499
74747,187
74748,659
74750,318
74753,31
74754,253
74755,111
74756,707
74759,1454
74760,335
74761,72
74764,3814
74766,1556
74801,22194
74804,20867
74820,31480
74824,1445
74825,2099
74826,1133
74827,351
74829,1474
74830,241
74831,722
74832,902
74833,834
74834,7712
74836,211
74837,255
74839,777
74840,2003
74842,128
74843,370
74844,406
74845,500
74848,7911
74849,3061
74850,327
74851,10783
74852,1406
74854,1983
74855,4720
74856,818
74857,8911
74859,6032
74860,1784
74864,5149
74865,1791
74867,736
74868,13443
74869,684
74871,2483
74872,3263
74873,11863
74875,1268
74878,1397
74880,1958
74881,5282
74883,2453
74884,5731
74901,1872
74902,4102
74930,2261
74931,1165
74932,2397
74935,200
74936,1090
74937,5492
74939,1164
74940,2885
74941,2759
74942,155
74943,162
74944,1195
74945,447
74946,136
74948,11862
74949,297
74951,1307
74953,12052
74954,5194
74955,15122
74956,1739
74957,1198
74959,7150
74960,13497
74962,4490
74963,474
74964,2709
74965,5055
74966,3663
75001,15000
75002,70597
75006,51136
75007,54701
75009,11941
75010,28974
75013,40675
75019,42597
75020,22487
75021,8950
75022,25640
75023,50061
75024,42876
75025,53688
75028,46782
75032,32317
75034,102646
75035,69802
75038,30153
75039,19297
75040,63153
75041,32257
75042,39178
75043,61440
75044,41901
75048,25034
75050,42916
75051,41479
75052,95516
75054,10635
75056,59211
75057,14111
75058,2564
75060,48664
75061,54862
75062,48629
75063,38952
75065,12389
75067,67487
75068,61043
75069,37834
75070,98219
75071,52939
75074,51147
75075,36917
75076,7847
75077,37080
75078,23580
75080,51710
75081,39309
75082,23579
75087,33638
75088,26234
75089,34374
75090,24580
75092,24575
75093,47411
75094,23370
75098,56764
75101,615
75102,1177
75103,14458
75104,49341
75105,190
75109,4555
75110,29213
75114,6392
75115,52833
75116,20044
75117,3776
75119,28319
75124,4003
75125,6333
75126,44740
75127,1740
75132,1705
75134,22337
75135,7725
75137,19586
75140,7290
75141,5880
75142,19059
75143,14304
75144,3265
75146,18986
75147,7052
75148,6060
75149,54979
75150,62452
75152,5097
75153,397
75154,39949
75155,2815
75156,16108
75157,240
75158,3859
75159,19469
75160,25317
75161,7005
75163,2851
75164,643
75165,43498
75166,4297
75167,11662
75169,13793
75172,4294
75173,4131
75180,23711
75181,28882
75182,6218
75189,27179
75201,15891
75202,2059
75203,17301
75204,30797
75205,24879
75206,38375
75207,7813
75208,29720
75209,14188
75210,8578
75211,79010
75212,26320
75214,33906
75215,16681
75216,54150
75217,86896
75218,21576
75219,23419
75220,43088
75223,15128
75224,37280
75225,21296
75226,4674
75227,58995
75228,73606
75229,31790
75230,27872
75231,41072
75232,31941
75233,16092
75234,33737
75235,19141
75236,19447
75237,20773
75238,33220
75240,28537
75241,30682
75243,67848
75244,13701
75246,2357
75247,730
75248,36829
75249,16482
75251,2414
75252,26511
75253,23894
75254,26828
75270,0
75287,54882
75390,0
75401,18869
75402,17516
75407,16582
75409,15379
75410,5726
75411,1278
75412,567
75413,246
75414,2879
75415,190
75416,3103
75417,2628
75418,14376
75420,981
75421,492
75422,3301
75423,2801
75424,3103
75426,4625
75428,10951
75431,2424
75432,3509
75433,2614
75435,1271
75436,2159
75437,1361
75438,908
75439,1087
75440,6506
75441,122
75442,9681
75446,3398
75447,1256
75448,724
75449,1351
75450,141
75451,1135
75452,4312
75453,2878
75454,9583
75455,28460
75457,6464
75459,5285
75460,23191
75462,11611
75468,797
75469,276
75470,434
75471,1488
75472,3685
75473,3672
75474,14744
75475,148
75476,1162
75477,1204
75478,949
75479,1819
75480,1857
75481,366
75482,25003
75486,2099
75487,1987
75488,566
75489,1122
75490,2518
75491,4913
75492,394
75493,533
75494,9489
75495,8564
75496,3812
75497,3368
75501,35834
75503,25710
75550,790
75551,10679
75554,2077
75555,1672
75556,1321
75558,1770
75559,5168
75560,857
75561,5099
75562,177
75563,4709
75565,173
75566,730
75567,5275
75568,2459
75569,3350
75570,11024
75571,2971
75572,4173
75573,103
75574,1704
75601,16144
75602,22159
75603,5954
75604,31011
75605,30011
75630,2178
75631,3151
75633,13553
75638,5777
75639,2821
75640,4585
75641,133
75642,71
75643,2421
75644,13387
75645,10158
75647,12719
75650,9493
75651,1870
75652,16946
75654,12450
75656,4204
75657,7722
75661,2917
75662,25702
75667,1142
75668,2285
75669,489
75670,18056
75672,15970
75681,2148
75682,507
75683,3873
75684,7607
75686,13132
75691,3587
75692,4747
75693,7122
75701,35549
75702,27766
75703,41842
75704,10352
75705,3555
75706,9505
75707,14157
75708,8417
75709,5004
75750,3483
75751,16855
75752,7222
75754,6304
75755,5303
75756,4611
75757,12408
75758,8119
75759,46
75760,2392
75762,12697
75763,6463
75764,166
75765,7292
75766,27008
75770,3223
75771,20488
75773,13640
75778,3172
75779,135
75780,238
75783,7917
75784,957
75785,11265
75788,109
75789,7972
75790,4154
75791,13305
75792,2765
75801,16346
75803,22170
75831,5494
75832,121
75833,3144
75835,11105
75838,577
75839,5330
75840,6627
75844,6001
75845,3137
75846,2909
75847,1856
75848,122
75849,78
75850,674
75851,4878
75852,4462
75853,538
75855,2968
75856,98
75858,0
75859,1815
75860,6572
75861,9153
75862,10044
75901,31134
75904,34059
75925,4083
75926,1103
75928,1212
75929,1682
75930,2026
75931,2075
75932,1691
75933,1469
75934,204
75935,14025
75936,1095
75937,925
75938,2809
75939,4912
75941,8826
75942,222
75943,1344
75944,1265
75946,3543
75948,6269
75949,7501
75951,16183
75954,2698
75956,8510
75959,678
75960,712
75961,15644
75962,3189
75964,19717
75965,18281
75966,4619
75968,1846
75969,3965
75972,5997
75973,2657
75974,3411
75975,3703
75976,680
75977,395
75978,143
75979,11852
75980,2472
76001,32185
76002,36209
76006,24774
76008,17910
76009,21041
76010,57668
76011,22640
76012,26919
76013,33760
76014,36156
76015,16253
76016,31318
76017,47355
76018,31729
76020,28207
76021,35741
76022,13532
76023,6533
76028,69413
76031,16855
76033,26310
76034,26001
76035,1654
76036,25597
76039,35394
76040,32005
76041,568
76043,7499
76044,3810
76048,24118
76049,29279
76050,6241
76051,52454
76052,22744
76053,30939
76054,12119
76055,2703
76058,18535
76059,5211
76060,8198
76061,39
76063,71555
76064,1808
76065,35643
76066,2443
76067,20215
76070,853
76071,4508
76073,5774
76077,342
76078,10168
76082,18951
76084,8453
76085,11119
76086,23383
76087,27089
76088,11827
76092,30908
76093,1753
76102,9417
76103,14508
76104,18327
76105,21822
76106,40014
76107,29851
76108,43178
76109,23512
76110,31825
76111,22320
76112,41743
76114,25416
76115,20507
76116,50640
76117,31860
76118,16300
76119,50213
76120,18820
76123,34056
76126,22825
76127,2049
76129,2920
76131,40463
76132,27058
76133,51369
76134,26484
76135,23230
76137,60061
76140,30661
76148,23586
76155,5494
76164,15685
76177,9361
76179,60286
76180,36964
76182,31031
76201,27965
76205,22093
76207,14342
76208,24687
76209,24838
76210,44231
76225,3035
76226,25100
76227,32000
76228,999
76230,9762
76233,3327
76234,16187
76238,353
76239,1214
76240,27419
76244,76882
76245,2068
76247,14260
76248,39376
76249,8550
76250,1017
76251,671
76252,2834
76253,294
76255,5444
76258,6876
76259,6042
76261,235
76262,37183
76263,158
76264,1508
76265,1602
76266,15695
76268,273
76270,1834
76271,1741
76272,4130
76273,9575
76301,15056
76302,13083
76305,4352
76306,15201
76308,19092
76309,13695
76310,18362
76311,8784
76351,2047
76354,12021
76357,622
76360,3533
76363,523
76364,152
76365,4419
76366,1841
76367,14917
76370,257
76371,1376
76372,1179
76373,187
76374,3906
76377,793
76379,610
76380,3639
76384,12289
76388,255
76389,1413
76401,30324
76402,881
76424,8811
76426,12251
76427,760
76429,119
76430,2318
76431,3415
76432,1166
76433,1517
76435,467
76436,237
76437,5706
76442,7813
76443,2056
76444,3585
76445,165
76446,7686
76448,5547
76449,2506
76450,13020
76452,108
76453,1275
76454,1553
76455,973
76457,3764
76458,6025
76459,241
76460,348
76462,3372
76463,382
76464,532
76466,244
76469,78
76470,3479
76471,1940
76472,1699
76474,196
76475,892
76476,2623
76481,255
76483,1065
76484,921
76486,1105
76487,3201
76490,79
76491,318
76501,16801
76502,40622
76504,23666
76508,8
76511,2753
76513,37916
76518,1880
76519,401
76520,7921
76522,36204
76523,0
76524,2944
76525,1082
76527,3681
76528,16825
76530,2037
76531,4740
76534,2857
76537,5631
76538,860
76539,8566
76541,18198
76542,49857
76543,30378
76544,25561
76548,30329
76549,51767
76550,12905
76554,2139
76556,1372
76557,5184
76559,5849
76561,1059
76565,104
76566,292
76567,9170
76569,2297
76570,2723
76571,7737
76573,23
76574,19026
76577,3052
76578,1443
76579,4732
76596,1317
76597,2817
76598,506
76599,2084
76621,870
76622,1066
76623,190
76624,1925
76626,1192
76627,1574
76628,34
76629,1627
76630,1271
76631,592
76632,1732
76633,5286
76634,7225
76635,1216
76636,1404
76637,558
76638,3064
76639,1471
76640,3157
76641,1688
76642,6750
76643,14347
76645,10459
76648,2789
76649,635
76650,148
76651,3221
76652,1352
76653,1253
76654,159
76655,8652
76656,2499
76657,9897
76660,587
76661,8060
76664,3762
76665,2523
76666,285
76667,11096
76670,1598
76671,1722
76673,1697
76676,297
76678,258
76679,1376
76680,265
76681,675
76682,2817
76685,20
76686,205
76687,1898
76689,3359
76690,1063
76691,6568
76692,10474
76693,1629
76701,2002
76704,7538
76705,31230
76706,38597
76707,15418
76708,27467
76710,24685
76711,9772
76712,25503
76798,1568
76801,25319
76802,5183
76820,136
76821,4578
76823,2840
76824,11
76825,6798
76827,391
76828,214
76831,36
76832,687
76834,5328
76836,16
76837,3279
76841,25
76842,266
76844,3706
76845,254
76848,64
76849,3880
76852,206
76853,1544
76854,263
76856,3650
76857,1596
76858,256
76859,1978
76861,1927
76862,189
76864,822
76865,144
76866,727
76869,100
76870,230
76871,700
76872,896
76873,36
76874,0
76875,522
76877,4332
76878,1857
76882,233
76884,148
76885,322
76887,110
76888,129
76890,1100
76901,30552
76903,31749
76904,35697
76905,12769
76908,2534
76930,96
76932,3769
76933,1273
76934,1160
76935,1912
76936,3061
76937,30
76939,10
76940,115
76941,1360
76943,3527
76945,1712
76949,7
76950,3883
76951,1141
76953,100
76955,180
76957,0
76958,146
77002,13571
77003,9876
77004,36959
77005,28552
77006,22632
77007,37492
77008,34184
77009,36260
77010,862
77011,17803
77012,19468
77013,20706
77014,36455
77015,56155
77016,30184
77017,32720
77018,28235
77019,21319
77020,25749
77021,26655
77022,28277
77023,29074
77024,38379
77025,28955
77026,22380
77027,16962
77028,16721
77029,18090
77030,10963
77031,17536
77032,14093
77033,29903
77034,40532
77035,38524
77036,76831
77037,20463
77038,31365
77039,28385
77040,48290
77041,34885
77042,42515
77043,25447
77044,45885
77045,37279
77046,970
77047,29693
77048,17721
77049,35230
77050,4999
77051,17052
77053,30938
77054,22704
77055,44680
77056,21807
77057,41503
77058,16911
77059,16944
77060,44828
77061,25607
77062,26358
77063,38961
77064,49790
77065,38265
77066,36703
77067,34575
77068,10991
77069,18622
77070,53239
77071,28558
77072,61818
77073,41745
77074,41386
77075,43933
77076,34985
77077,58131
77078,15411
77079,33768
77080,45832
77081,52078
77082,55527
77083,79996
77084,107700
77085,18274
77086,29178
77087,36869
77088,57003
77089,53866
77090,39381
77091,27078
77092,39035
77093,46875
77094,9710
77095,71878
77096,33769
77098,13549
77099,53357
77201,0
77301,33660
77302,18972
77303,20163
77304,30785
77306,13245
77316,24199
77318,15380
77320,35762
77326,46
77327,23034
77328,15928
77331,7699
77334,313
77335,2912
77336,12424
77338,42787
77339,41205
77340,30866
77342,0
77345,28804
77346,65967
77350,192
77351,33740
77354,36679
77355,28074
77356,26753
77357,25359
77358,5480
77359,475
77360,5036
77362,5960
77363,2956
77364,1551
77365,34781
77367,115
77368,166
77369,571
77371,7910
77372,13238
77373,59093
77374,348
77375,52785
77376,535
77377,37016
77378,16201
77379,79986
77380,25879
77381,36507
77382,39861
77384,17926
77385,25572
77386,54802
77388,49487
77389,35349
77396,57775
77401,19283
77406,46841
77407,51142
77412,55
77414,23989
77415,85
77417,2652
77418,10381
77419,1452
77420,2161
77422,13542
77423,11901
77426,2096
77428,0
77429,88344
77430,2104
77432,103
77433,82257
77434,4765
77435,4258
77436,48
77437,16906
77440,23
77441,11308
77442,794
77443,245
77444,632
77445,13524
77446,6116
77447,15219
77448,182
77449,122814
77450,73683
77451,62
77453,352
77454,15
77455,2267
77456,1588
77457,396
77458,87
77459,69546
77460,77
77461,11352
77464,173
77465,7001
77466,401
77467,13
77468,42
77469,48824
77470,465
77471,41139
77473,90
77474,12825
77475,889
77476,187
77477,36563
77478,25277
77479,92146
77480,8178
77481,14
77482,1886
77483,226
77484,11059
77485,4475
77486,7563
77488,14533
77489,36548
77493,32257
77494,114989
77498,51505
77502,38272
77503,25738
77504,23875
77505,24022
77506,38568
77507,0
77510,14823
77511,46869
77514,5102
77515,32554
77517,5429
77518,10684
77519,1129
77520,35970
77521,59722
77523,22101
77530,32922
77531,16141
77532,29608
77533,719
77534,2303
77535,34291
77536,33015
77538,1030
77539,44041
77541,18677
77545,24954
77546,53320
77547,10028
77550,21449
77551,21861
77554,8769
77560,610
77561,79
77562,10380
77563,10680
77564,1678
77565,7945
77566,29602
77568,15571
77571,37360
77573,86926
77575,16640
77577,1582
77578,20310
77580,715
77581,49612
77583,36903
77584,87986
77585,998
77586,22527
77587,17040
77590,31498
77591,14447
77597,983
77598,26473
77611,8633
77612,9513
77613,963
77614,278
77615,910
77616,563
77617,34
77619,15760
77622,1292
77623,439
77624,619
77625,10025
77627,21636
77629,702
77630,29026
77632,23288
77640,15796
77642,39142
77650,1860
77651,12853
77655,330
77656,16041
77657,21612
77659,4773
77660,1205
77661,742
77662,26077
77663,1431
77664,2667
77665,6236
77701,13889
77702,2762
77703,13809
77705,40251
77706,29792
77707,18609
77708,12918
77713,13469
77801,15115
77802,26128
77803,31978
77807,11119
77808,11941
77830,2901
77831,3170
77833,29737
77835,2317
77836,11913
77837,1869
77840,59971
77845,63078
77853,1160
77855,195
77856,5348
77857,700
77859,6822
77861,2398
77864,7198
77865,2273
77867,130
77868,17028
77871,2841
77872,1819
77873,1284
77876,85
77878,302
77879,5582
77880,1197
77901,43123
77904,28135
77905,14645
77950,160
77951,1880
77954,11939
77957,8617
77960,56
77961,303
77962,3704
77963,5712
77964,8304
77968,3198
77969,127
77970,303
77971,1013
77973,0
77974,355
77975,1714
77976,99
77977,601
77978,757
77979,17648
77982,971
77983,2301
77984,4028
77987,270
77988,558
77990,878
77991,395
77993,186
77994,451
77995,10411
78001,0
78002,7329
78003,9539
78004,934
78005,668
78006,32931
78007,187
78008,220
78009,8620
78010,3353
78011,1925
78012,321
78013,6143
78014,5631
78015,15119
78016,10026
78017,5498
78019,1470
78021,318
78022,4027
78023,31003
78024,1152
78025,4749
78026,5935
78027,409
78028,40447
78029,0
78039,1747
78040,42041
78041,47261
78043,44838
78044,456
78045,65982
78046,70320
78050,444
78052,7362
78055,1817
78056,1936
78057,588
78058,1121
78059,5910
78060,115
78061,13034
78063,9591
78064,16043
78065,10735
78066,640
78067,648
78069,6376
78070,16241
78071,4437
78072,468
78073,8893
78075,206
78076,13184
78101,6175
78102,28662
78104,69
78107,409
78108,37359
78109,40011
78112,8505
78113,3029
78114,23091
78116,281
78117,408
78118,4057
78119,7672
78121,13078
78122,384
78123,2412
78124,6353
78125,78
78130,74172
78132,28620
78133,18398
78140,3936
78141,485
78142,154
78143,249
78144,43
78145,145
78146,525
78147,2151
78148,21750
78150,27
78151,1538
78152,2174
78154,40085
78155,48863
78159,1122
78160,4786
78161,712
78162,404
78163,11106
78164,3287
78201,46775
78202,11433
78203,6403
78204,12211
78205,1224
78207,54601
78208,5031
78209,42045
78210,36723
78211,32568
78212,29225
78213,43931
78214,26946
78215,2974
78216,41765
78217,33960
78218,36359
78219,16897
78220,16348
78221,39523
78222,25574
78223,55088
78224,20795
78225,13915
78226,7109
78227,49907
78228,62126
78229,31771
78230,45369
78231,8536
78232,37732
78233,48507
78234,5430
78235,1176
78236,6882
78237,39349
78238,25052
78239,29255
78240,59502
78242,34844
78243,424
78244,32474
78245,76177
78247,53315
78248,14369
78249,59508
78250,60967
78251,60107
78252,12153
78253,44036
78254,58540
78255,14703
78256,11464
78257,6521
78258,46418
78259,26508
78260,27696
78261,17127
78263,5208
78264,11174
78266,6633
78330,899
78332,28953
78335,0
78336,11436
78338,51
78339,330
78340,440
78341,2107
78342,427
78343,4278
78344,353
78349,603
78351,366
78352,487
78353,274
78355,7156
78357,2867
78358,561
78359,2065
78361,5386
78362,10184
78363,29949
78368,9725
78369,393
78370,4846
78371,271
78372,6174
78373,4174
78374,17885
78375,2956
78376,655
78377,3712
78379,1471
78380,24438
78382,21578
78383,3958
78384,5622
78385,523
78387,9481
78389,1641
78390,5416
78391,244
78393,2166
78401,5402
78402,231
78404,18376
78405,15326
78406,2074
78407,3078
78408,11787
78409,2678
78410,28065
78411,25999
78412,40268
78413,40778
78414,39642
78415,40439
78416,15635
78417,4558
78418,30629
78419,793
78501,63554
78503,22034
78504,56000
78516,35097
78520,62414
78521,92108
78526,46799
78535,747
78536,275
78537,47346
78538,11524
78539,35321
78541,44680
78542,75569
78543,9118
78545,572
78548,727
78549,861
78550,52216
78552,38553
78557,14022
78558,1000
78559,12709
78560,5084
78561,688
78562,4163
78563,190
78564,207
78565,112
78566,18249
78567,495
78569,4092
78570,34608
78572,80213
78573,38839
78574,62040
78575,12490
78576,10971
78577,77835
78578,11677
78579,5642
78580,14719
78582,42582
78583,7322
78584,19270
78585,291
78586,56284
78588,204
78589,41628
78590,366
78591,303
78592,840
78593,6008
78594,1815
78595,6053
78596,65885
78597,2839
78598,88
78602,27958
78605,6110
78606,5460
78607,41
78608,443
78609,2044
78610,35142
78611,13313
78612,13852
78613,79699
78614,577
78615,1229
78616,8285
78617,28558
78618,331
78619,4476
78620,16882
78621,23496
78622,195
78623,921
78624,21945
78626,33626
78628,32946
78629,12047
78631,2856
78632,955
78633,25847
78634,30934
78635,464
78636,3722
78638,2304
78639,8409
78640,56645
78641,65654
78642,11817
78643,6265
78644,18274
78645,11254
78648,8150
78650,1672
78652,5504
78653,22804
78654,18450
78655,3480
78656,2157
78657,5792
78659,3061
78660,89830
78661,345
78662,2298
78663,846
78664,62183
78665,48362
78666,79276
78669,12106
78670,115
78671,759
78672,1173
78675,340
78676,12868
78677,19
78681,56959
78701,9427
78702,23389
78703,20890
78704,48486
78705,33948
78712,860
78717,30218
78719,1815
78721,12492
78722,7110
78723,34569
78724,24779
78725,7886
78726,13867
78727,29509
78728,21480
78729,29315
78730,9186
78731,27175
78732,17849
78733,8611
78734,18745
78735,17923
78736,9047
78737,16160
78738,15589
78739,20312
78741,52716
78742,828
78744,48969
78745,62771
78746,28495
78747,20166
78748,50997
78749,37774
78750,30847
78751,15805
78752,21324
78753,59085
78754,24408
78756,8323
78757,24823
78758,47470
78759,42524
78801,22647
78802,251
78827,1052
78828,81
78829,1274
78830,887
78832,3675
78833,1536
78834,8549
78836,162
78837,236
78838,156
78839,9223
78840,48143
78843,577
78850,1305
78851,33
78852,56838
78860,23
78861,13965
78870,847
78871,56
78872,1647
78873,1908
78877,777
78879,137
78880,1812
78881,2122
78883,285
78884,1224
78885,86
78886,379
78931,253
78932,555
78933,1294
78934,6394
78935,1396
78938,387
78940,2347
78941,3143
78942,8629
78943,283
78944,537
78945,10463
78946,1247
78947,4688
78948,760
78949,666
78950,1785
78951,0
78953,790
78954,1083
78956,5383
78957,9704
78959,1894
78962,5239
78963,1247
79001,200
79003,178
79005,1639
79007,14447
79009,1728
79010,996
79011,188
79012,1341
79013,3708
79014,4052
79015,22193
79016,138
79018,321
79019,1779
79021,151
79022,11346
79024,475
79025,49
79027,5013
79029,15984
79031,1469
79032,76
79033,76
79034,585
79035,5177
79036,5135
79039,951
79040,2007
79041,2983
79042,1046
79043,1447
79044,701
79045,18981
79046,674
79051,0
79052,1210
79053,152
79054,709
79056,73
79057,1368
79058,0
79059,701
79061,406
79062,190
79063,669
79064,2382
79065,20873
79068,3431
79070,10045
79072,26893
79078,249
79079,2593
79080,519
79081,4001
79082,239
79083,1827
79084,2274
79085,28
79086,2148
79087,647
79088,5642
79091,132
79092,1018
79093,97
79094,51
79095,2692
79096,2196
79097,890
79098,516
79101,2133
79102,10395
79103,10995
79104,6988
79105,0
79106,27015
79107,34844
79108,16083
79109,44352
79110,19138
79111,2333
79118,23246
79119,16394
79121,6252
79124,8805
79201,7238
79220,225
79225,1016
79226,2898
79227,1431
79229,401
79230,176
79231,96
79233,116
79234,24
79235,3470
79236,210
79237,403
79239,206
79240,72
79241,2200
79243,73
79244,855
79245,2400
79247,68
79248,1597
79250,1321
79251,15
79252,3004
79255,631
79256,227
79257,939
79258,47
79259,61
79261,357
79311,3541
79312,986
79313,1566
79314,62
79316,11333
79322,1998
79323,7432
79324,37
79325,2361
79326,109
79329,3092
79330,142
79331,12561
79336,17406
79339,6658
79342,450
79343,1669
79344,92
79345,975
79346,2248
79347,7233
79350,422
79351,1427
79353,52
79355,1799
79356,6100
79357,2166
79358,1088
79359,2944
79360,16243
79363,5611
79364,7801
79366,1056
79367,719
79369,135
79370,1590
79371,1416
79372,1209
79373,2875
79376,32
79377,233
79378,276
79379,594
79380,124
79381,1601
79382,7243
79401,8295
79403,18147
79404,10400
79406,6880
79407,22065
79410,10160
79411,7564
79412,16590
79413,22181
79414,18608
79415,17243
79416,33796
79423,38547
79424,46174
79501,2710
79502,1272
79503,94
79504,3204
79505,287
79506,725
79508,1599
79510,7379
79511,1165
79512,7716
79517,203
79518,30
79519,40
79520,2290
79521,3761
79525,2207
79526,975
79527,191
79528,719
79529,1476
79530,484
79532,696
79533,412
79534,83
79535,157
79536,4879
79537,30
79538,238
79539,169
79540,77
79541,985
79543,1179
79544,567
79545,1872
79546,1700
79547,741
79548,178
79549,16024
79553,3305
79556,12914
79560,193
79561,716
79562,3809
79563,1175
79565,203
79566,376
79567,3352
79601,27379
79602,24672
79603,23064
79605,29639
79606,25290
79607,3268
79699,112
79701,30697
79703,23111
79705,41242
79706,25919
79707,39020
79713,384
79714,17818
79718,886
79719,598
79720,35357
79730,259
79731,4792
79733,224
79734,2142
79735,13734
79738,270
79739,1213
79741,202
79742,470
79743,309
79744,1320
79745,6967
79748,250
79749,363
79752,2444
79754,102
79755,111
79756,9678
79758,2306
79759,16
79761,33960
79762,43881
79763,38955
79764,21685
79765,14782
79766,6815
79770,69
79772,13875
79777,236
79778,1071
79780,250
79781,266
79782,4618
79783,284
79785,77
79788,556
79789,783
79821,7482
79830,7883
79831,4
79834,213
79835,10810
79836,5796
79837,278
79838,6376
79839,2057
79842,434
79843,2317
79845,4689
79846,105
79847,156
79848,802
79849,12780
79851,1428
79852,682
79853,2624
79854,85
79855,2155
79901,10138
79902,20543
79903,16399
79904,34461
79905,22447
79906,5139
79907,53277
79908,5907
79911,5732
79912,80264
79915,35445
79916,3039
79920,6
79922,8236
79924,59729
79925,39711
79927,41227
79928,57324
79930,28178
79932,28682
79934,26289
79935,17434
79936,112355
79938,80143
79942,22
80002,18266
80003,36969
80004,37042
80005,29117
80007,12026
80010,43477
80011,50675
80012,53032
80013,72887
80014,39243
80015,67959
80016,54651
80017,36613
80018,13046
80019,2967
80020,49657
80021,33725
80022,50392
80023,21368
80024,336
80025,365
80026,29576
80027,33830
80030,16607
80031,35509
80033,25323
80045,889
80101,492
80102,5648
80103,2749
80104,30718
80105,1123
80106,5194
80107,12904
80108,27101
80109,22734
80110,22523
80111,32864
80112,33081
80113,23117
80116,4014
80117,2889
80118,6395
80120,31830
80121,19414
80122,33103
80123,46586
80124,21384
80125,10552
80126,43801
80127,44851
80128,36293
80129,30058
80130,28932
80131,295
80132,20843
80133,2558
80134,66679
80135,3607
80136,5026
80137,1658
80138,33603
80202,13756
80203,20937
80204,34098
80205,34381
80206,24527
80207,26592
80209,25271
80210,36296
80211,34144
80212,19652
80214,26245
80215,19415
80216,13118
80218,19129
80219,69190
80220,35999
80221,42046
80222,23044
80223,20650
80224,19253
80226,32640
80227,36034
80228,34109
80229,54946
80230,9349
80231,37241
80232,22553
80233,50478
80234,28254
80235,8742
80236,18795
80237,20982
80238,19901
80239,47489
80241,33431
80246,13607
80247,29105
80249,30625
80260,34538
80264,0
80290,0
80293,0
80294,0
80301,25690
80302,29109
80303,24631
80304,27038
80305,17502
80310,7291
80401,42169
80403,20021
80419,0
80420,962
80421,9365
80422,4618
80423,225
80424,10120
80425,179
80426,83
80427,781
80428,824
